HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Country,Answer.GDPPC,Answer.IDV,Answer.IND,Answer.LTO,Answer.MAS,Answer.PDI,Answer.UAI,Approve,Reject
34ZTTGSNJWNGGBCRXDAQODJ623WHQO,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,33IZTU6J810S21PDKNMJBIHL57RXS0,A2PQQC3LO31PRT,Submitted,Sat Feb 11 18:09:01 PST 2017,Sat Feb 11 18:13:08 PST 2017,Tue Feb 14 18:13:08 PST 2017,,,,247,0% (0/0),0% (0/0),0% (0/0),Morocco,"8,200",46,25,14,53,70,68,,
34ZTTGSNJWNGGBCRXDAQODJ623WHQO,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3TEM0PF1Q5WE3M0KKL2N758AUXXD0S,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:11:55 PST 2017,Sat Feb 11 18:12:20 PST 2017,Tue Feb 14 18:12:20 PST 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),Morocco,"$8,400",46,25,14,53,70,68,,
3YD0MU1NC10R06ZYV8RS70F7KIE7A5,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3ATPCQ38J89D2ATT8JMU9WUOL7EAYN,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:45:42 PST 2017,Sat Feb 11 17:46:27 PST 2017,Tue Feb 14 17:46:27 PST 2017,,,,45,0% (0/0),0% (0/0),0% (0/0),Mozambique,1200,15,80,11,38,85,44,,
3YD0MU1NC10R06ZYV8RS70F7KIE7A5,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3HOSI13XHZN8261EWXQIMCSTOM6DDL,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:14:23 PST 2017,Sat Feb 11 18:15:40 PST 2017,Tue Feb 14 18:15:40 PST 2017,,,,77,0% (0/0),0% (0/0),0% (0/0),Mozambique,"$1,200",15,80,11,38,85,44,,
3QGHA0EA0IZB9V5R9UZ0URYUVR8BW6,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3BC8WZX3V3VW4Q3OWZGMWQQ1IOMRR9,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:01:25 PST 2017,Sat Feb 11 17:01:49 PST 2017,Tue Feb 14 17:01:49 PST 2017,,,,24,0% (0/0),0% (0/0),0% (0/0),Namibia,"$11,800",30,0,35,40,65,45,,
3QGHA0EA0IZB9V5R9UZ0URYUVR8BW6,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3YT88D1N08XIYK5RVP6TDG17HICK35,A3TZQTIQAUHPSM,Submitted,Sat Feb 11 17:10:33 PST 2017,Sat Feb 11 17:12:41 PST 2017,Tue Feb 14 17:12:41 PST 2017,,,,128,0% (0/0),0% (0/0),0% (0/0),Namibia,"11,800",30,N/A,35,40,65,45,,
3BA7SXOG1IPNZ1QY7O5KGQ0CV68R8K,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,32N49TQG3GHWYGYO38ZA2XQU3QDAVF,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:13:16 PST 2017,Sat Feb 11 18:14:21 PST 2017,Tue Feb 14 18:14:21 PST 2017,,,,65,0% (0/0),0% (0/0),0% (0/0),Nepal,"$2,500",30,0,0,40,65,40,,
3BA7SXOG1IPNZ1QY7O5KGQ0CV68R8K,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3UXUOQ9OKEWUNQXSLAWUWJARH86A7N,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:10:35 PST 2017,Sat Feb 11 18:10:56 PST 2017,Tue Feb 14 18:10:56 PST 2017,,,,21,0% (0/0),0% (0/0),0% (0/0),Nepal,"$2,500",30,0,0,40,65,40,,
39WSF6KUV1K1BP89SZAGE5RTVMMOE7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3EA3QWIZ4IUWR6DXA1R8IDQSJD0TIK,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:03:11 PST 2017,Sat Feb 11 17:03:39 PST 2017,Tue Feb 14 17:03:39 PST 2017,,,,28,0% (0/0),0% (0/0),0% (0/0),Netherlands,"$50,800",80,68,67,14,38,53,,
39WSF6KUV1K1BP89SZAGE5RTVMMOE7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3FIJLY1B6U3EPNI0SCC3A6C3EIPFPC,A2C929NA28XOWX,Submitted,Sat Feb 11 18:12:34 PST 2017,Sat Feb 11 18:13:35 PST 2017,Tue Feb 14 18:13:35 PST 2017,,,,61,0% (0/0),0% (0/0),0% (0/0),Netherlands,"$50,800",80,68,67,14,38,53,,
3LOJFQ4BOWEDTS9UYC7316SZB5BKDQ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3R6P78PK7KAIVF72KDR5X1DC409TGT,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:55:18 PST 2017,Sat Feb 11 17:57:06 PST 2017,Tue Feb 14 17:57:06 PST 2017,,,,108,0% (0/0),0% (0/0),0% (0/0),New Zealand,"$37,100",79,75,33,58,22,49,,
3LOJFQ4BOWEDTS9UYC7316SZB5BKDQ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3WI0P0II61R23GKJEYL2R19X3NVRD3,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:56:23 PST 2017,Sat Feb 11 16:56:55 PST 2017,Tue Feb 14 16:56:55 PST 2017,,,,32,0% (0/0),0% (0/0),0% (0/0),New Zealand,"$37,100",79,75,33,58,22,49,,
3IZPORCT1E8GSCRRASZQT3TBYPYHRP,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3M0NZ3JDP1XG1URH99XWFSN4ZNH5Z3,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:43:17 PST 2017,Sat Feb 11 17:44:19 PST 2017,Tue Feb 14 17:44:19 PST 2017,,,,62,0% (0/0),0% (0/0),0% (0/0),Nigeria,5900,30,84,13,60,80,55,,
3IZPORCT1E8GSCRRASZQT3TBYPYHRP,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3N2BF7Y2VQTSIGCTVM8BWNULPSQMHK,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:01:06 PST 2017,Sat Feb 11 18:02:43 PST 2017,Tue Feb 14 18:02:43 PST 2017,,,,97,0% (0/0),0% (0/0),0% (0/0),Nigeria,"$5,900",30,84,13,60,80,55,,
3RSBJ6YZEBPTH385NAUMWNCT7N1OFP,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3I0BTBYZAXKH1XVBGHP1KQIBCL20YM,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:38:49 PST 2017,Sat Feb 11 17:40:03 PST 2017,Tue Feb 14 17:40:03 PST 2017,,,,74,0% (0/0),0% (0/0),0% (0/0),Norway,69300,69,55,35,8,31,50,,
3RSBJ6YZEBPTH385NAUMWNCT7N1OFP,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3SB5N7Y3O33HF6ABMB3VDQB77PC0GO,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:35:30 PST 2017,Sat Feb 11 17:36:53 PST 2017,Tue Feb 14 17:36:53 PST 2017,,,,83,0% (0/0),0% (0/0),0% (0/0),Norway,"$69,300",69,55,35,8,31,50,,
366FYU4PTFOILYNUU7IN7OAKBHCKEJ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3KKG4CDWKIXJZK54R6KNXCFXKOY49I,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:01:05 PST 2017,Sat Feb 11 18:02:08 PST 2017,Tue Feb 14 18:02:08 PST 2017,,,,63,0% (0/0),0% (0/0),0% (0/0),Pakistan,5100,14,0,50,50,55,70,,
366FYU4PTFOILYNUU7IN7OAKBHCKEJ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3TDXMTX3CBTQP82LEOJF73YEZ5RI60,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:14:45 PST 2017,Sat Feb 11 18:15:08 PST 2017,Tue Feb 14 18:15:08 PST 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),Pakistan,"$5,100",14,0,50,50,55,70,,
3YKP7CX6G1EWJG4Q1MRO2BZD20Z7B0,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,352YTHGROVCCEQNNPI8FATDL314H4J,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:53:52 PST 2017,Sat Feb 11 16:54:20 PST 2017,Tue Feb 14 16:54:20 PST 2017,,,,28,0% (0/0),0% (0/0),0% (0/0),Panama,"$22,800",11,0,0,44,95,86,,
3YKP7CX6G1EWJG4Q1MRO2BZD20Z7B0,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3E337GFOL97K022INH5TO27KFINGNF,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:45:52 PST 2017,Sat Feb 11 17:47:31 PST 2017,Tue Feb 14 17:47:31 PST 2017,,,,99,0% (0/0),0% (0/0),0% (0/0),Panama,"$22,800",11,0,0,44,95,86,,
359AP8GAGFJFTLWWFMNJDV5VKLZ7C7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3A7Y0R2P2ONZ3Y6NXTD5JHQY9OEXJK,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 18:07:21 PST 2017,Sat Feb 11 18:26:25 PST 2017,Tue Feb 14 18:26:25 PST 2017,,,,1144,0% (0/0),0% (0/0),0% (0/0),Peru,"$13,000",16,46,25,42,64,87,,
359AP8GAGFJFTLWWFMNJDV5VKLZ7C7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3X4JMASXCM8LOP206PBHCFKARCK0B7,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:34:02 PST 2017,Sat Feb 11 17:35:02 PST 2017,Tue Feb 14 17:35:02 PST 2017,,,,60,0% (0/0),0% (0/0),0% (0/0),Peru,13000,16,46,25,42,64,87,,
3XH7ZM9YX1TND698CGBYGMVNFCQR99,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,34V1S5K3GS0XE79IAUD2UAZBGF3694,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:46:27 PST 2017,Sat Feb 11 17:47:19 PST 2017,Tue Feb 14 17:47:19 PST 2017,,,,52,0% (0/0),0% (0/0),0% (0/0),Philippines,7700,32,42,27,64,94,44,,
3XH7ZM9YX1TND698CGBYGMVNFCQR99,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,35GCEFQ6I5NDNF4DVQ930VPKLRPZ36,A3CA5SLHQTNDHU,Submitted,Sat Feb 11 17:15:27 PST 2017,Sat Feb 11 17:17:04 PST 2017,Tue Feb 14 17:17:04 PST 2017,,,,97,0% (0/0),0% (0/0),0% (0/0),Philippines,"7,700",32,42,27,64,94,44,,
3DQYSJDTYKAO5YM1TQXCXIIM7QREX2,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3E4GGUZ1T8QTD298RPSOU6WFB4CK2U,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:10:37 PST 2017,Sat Feb 11 17:11:34 PST 2017,Tue Feb 14 17:11:34 PST 2017,,,,57,0% (0/0),0% (0/0),0% (0/0),Poland,27700,60,29,38,64,68,93,,
3DQYSJDTYKAO5YM1TQXCXIIM7QREX2,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3IXQG4FA2TX3KJQD6LUA5QL3UGEB9U,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:51:03 PST 2017,Sat Feb 11 17:51:37 PST 2017,Tue Feb 14 17:51:37 PST 2017,,,,34,0% (0/0),0% (0/0),0% (0/0),Poland,"$27,700",60,29,38,64,68,93,,
34HEO7RUG5T1IPJD4MPYCH67LU8RAO,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3CFVK00FWLKSF9ARZRGSZJQ6G9K6L1,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 17:49:42 PST 2017,Sat Feb 11 17:51:00 PST 2017,Tue Feb 14 17:51:00 PST 2017,,,,78,0% (0/0),0% (0/0),0% (0/0),Portugal,"$28,500",27,33,28,31,63,99,,
34HEO7RUG5T1IPJD4MPYCH67LU8RAO,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3JWH6J9I9SCO9LU77VDFNRGNZ5VNB5,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:07:07 PST 2017,Sat Feb 11 18:08:26 PST 2017,Tue Feb 14 18:08:26 PST 2017,,,,79,0% (0/0),0% (0/0),0% (0/0),Portugal,"$28,500",27,33,28,31,63,99,,
3FTID4TN8KXRB9M3F86ITRFFITMLY2,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3IGI0VL647J8SFJGB0I1TBGM64EONA,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:53:34 PST 2017,Sat Feb 11 17:55:18 PST 2017,Tue Feb 14 17:55:18 PST 2017,,,,104,0% (0/0),0% (0/0),0% (0/0),Romania,"$22,300",30,20,52,42,90,90,,
3FTID4TN8KXRB9M3F86ITRFFITMLY2,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3R0T90IZ1SB19Y5RYRWF8RD8GE8GCW,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:44:23 PST 2017,Sat Feb 11 16:46:56 PST 2017,Tue Feb 14 16:46:56 PST 2017,,,,153,0% (0/0),0% (0/0),0% (0/0),Romania,"$22,300",30,20,52,42,90,90,,
3O2Y2UIUCPTARCNQPI2TP6VKNIRKF1,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,31Q0U3WYDPEYT2KSPR31LIHODE071W,A2C929NA28XOWX,Submitted,Sat Feb 11 18:03:32 PST 2017,Sat Feb 11 18:04:58 PST 2017,Tue Feb 14 18:04:58 PST 2017,,,,86,0% (0/0),0% (0/0),0% (0/0),Russia,"$26,100",39,20,81,36,93,95,,
3O2Y2UIUCPTARCNQPI2TP6VKNIRKF1,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,39PAAFCODMZ1DCXX98QRX2GMRFXTVI,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 17:59:17 PST 2017,Sat Feb 11 18:10:25 PST 2017,Tue Feb 14 18:10:25 PST 2017,,,,668,0% (0/0),0% (0/0),0% (0/0),Russia,"$26,100",39,20,81,36,93,95,,
3XEIP58NLZMRGZW8BU817YOHONQLZT,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3HUTX6F6VUMC3TUNPHKH1NDOV9NO2J,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:51:15 PST 2017,Sat Feb 11 17:52:18 PST 2017,Tue Feb 14 17:52:18 PST 2017,,,,63,0% (0/0),0% (0/0),0% (0/0),Saudi Arabia,"$54,100",25,52,36,60,95,80,,
3XEIP58NLZMRGZW8BU817YOHONQLZT,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3QEMNNSB2XYSLX045KNWMKIX2B27DL,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:30:54 PST 2017,Sat Feb 11 17:32:14 PST 2017,Tue Feb 14 17:32:14 PST 2017,,,,80,0% (0/0),0% (0/0),0% (0/0),Saudi Arabia,54100,25,52,36,60,95,80,,
3WYZV0QBFICQYVAHJZVMWAC14TEBXZ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3A1PQ49WVHGVMRQ420PDCV6IRHW1HS,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:57:06 PST 2017,Sat Feb 11 17:58:27 PST 2017,Tue Feb 14 17:58:27 PST 2017,,,,81,0% (0/0),0% (0/0),0% (0/0),Senegal,"$2,600",25,0,25,45,70,55,,
3WYZV0QBFICQYVAHJZVMWAC14TEBXZ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3YOH7BII0962AT7AFZCZWBTQ825VKD,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:40:09 PST 2017,Sat Feb 11 17:43:16 PST 2017,Tue Feb 14 17:43:16 PST 2017,,,,187,0% (0/0),0% (0/0),0% (0/0),Senegal,2600,25,0,25,45,70,55,,
3EGKVCRQFVRFY00ROVHOFOJA6Z8BY5,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,38F71OA9GTV84KLN0WKBT2I89DDMFM,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:00:21 PST 2017,Sat Feb 11 18:01:05 PST 2017,Tue Feb 14 18:01:05 PST 2017,,,,44,0% (0/0),0% (0/0),0% (0/0),Serbia,14200,25,28,52,43,86,92,,
3EGKVCRQFVRFY00ROVHOFOJA6Z8BY5,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3EO896NRAWUSMHX3SJC8UE5SWSPTJW,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:04:33 PST 2017,Sat Feb 11 17:05:01 PST 2017,Tue Feb 14 17:05:01 PST 2017,,,,28,0% (0/0),0% (0/0),0% (0/0),Serbia,"$14,200",25,28,52,43,86,92,,
3UUSLRKAUK2PYD2AFIIUX1ND5LB7D7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,358UUM7WRZ2MM7J9NLIGR9Z1HCSR7A,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:54:52 PST 2017,Sat Feb 11 16:55:52 PST 2017,Tue Feb 14 16:55:52 PST 2017,,,,60,0% (0/0),0% (0/0),0% (0/0),Sierra Leone,"$1,700",20,0,0,40,70,50,,
